,rok,posel,okreg,klub,lista,partia
5515,1993,Władysław Adamski,Kielce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5516,1993,Romuald Ajchler,Piła,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5517,1993,Jan Andrykiewicz,Zielona Góra,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5518,1993,Aleksander Andryszak,Bydgoszcz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5519,1993,Wojciech Arkuszewski,Ostrołęka,Koło Konserwatywno-Ludowe,Unia Demokratyczna,
5520,1993,Piotr Aszyk,Gdańsk,Posłowie niezrzeszeni,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5521,1993,Andrzej Aumiller,Poznań,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5522,1993,Andrzej Bajołek,Kraków,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5523,1993,Marek Balicki,Warszawa,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5524,1993,Jolanta Banach,Gdańsk,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5525,1993,Anna Bańkowska,Bydgoszcz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5526,1993,Stanisław Bartoszek,Tarnobrzeg,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5527,1993,Zygmunt Bartoszewicz,Wrocław,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5528,1993,Krzysztof Baszczyński,Łódź,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5529,1993,Aleksander Bentkowski,Rzeszów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5530,1993,Tadeusz Biliński,Zielona Góra,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5531,1993,Barbara Blida,Katowice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5532,1993,Wojciech Błasiak,Wrocław,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,
5533,1993,Lidia Błądek,Tarnobrzeg,Klub Parlamentarny Unii Wolności,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5534,1993,Jadwiga Błoch,Zielona Góra,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5535,1993,Andrzej Bober,Olsztyn,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Wolności
5536,1993,Henryk Bogdan,Suwałki,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5537,1993,Włodzimierz Bogusławski,Leszno,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5538,1993,Zbigniew Bomba,Katowice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5539,1993,Ryszard Bondyra,Zamość,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5540,1993,Roman Edward Borek,Radom,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5541,1993,Jan Borkowski,Siedlce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5542,1993,Wojciech Borowik,Warszawa,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5543,1993,Marek Borowski,Piła,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5544,1993,Bogdan Borusewicz,Gdańsk,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5545,1993,Andrzej Brachmański,Zielona Góra,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5546,1993,Juliusz Braun,Kielce,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5547,1993,Krzysztof Brzeziński,Gdańsk,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5548,1993,Piotr Buczkowski,Poznań,Koło Konserwatywno-Ludowe,Unia Demokratyczna,
5549,1993,Jan Budkiewicz,Olsztyn,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5550,1993,Krzysztof Budnik,Wałbrzych,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5551,1993,Leszek Bugaj,Kielce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5552,1993,Ryszard Bugaj,Warszawa,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5553,1993,Bogdan Bujak,Piotrków Trybunalski,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5554,1993,Zbigniew Bujak,Katowice,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5555,1993,Władysław Bułka,Bielsko-Biała,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5556,1993,Ryszard Burski,Gliwice,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5557,1993,Jan Bury,Rzeszów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5558,1993,Jan Byra,Zamość,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5559,1993,Andrzej Celiński,Płock,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5560,1993,Stefan Ceranka,Siedlce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5561,1993,Jan Chojnacki,Katowice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5562,1993,Piotr Chojnacki,Konin,Posłowie niezrzeszeni,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5563,1993,Henryk Choryngiewicz,Chełm,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5564,1993,Leszek Chwat,Szczecin,Koło Konserwatywno-Ludowe,Unia Demokratyczna,Unia Demokratyczna
5565,1993,Danuta Ciborowska,Olsztyn,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5566,1993,Janusz Cichosz,Łomża,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5567,1993,Jacek Ciecióra,Piotrków Trybunalski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5568,1993,Jerzy Ciemniewski,Legnica,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5569,1993,Stanisław Ciesielski,Bydgoszcz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5570,1993,Wiesław Ciesielski,Rzeszów,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5571,1993,Czesław Cieślak,Konin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5572,1993,Włodzimierz Cimoszewicz,Białystok,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5573,1993,Zygmunt Cybulski,Bydgoszcz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5574,1993,Grzegorz Cygonik,Tarnów,Koło Poselskie Konfederacji Polski Niepodległej,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5575,1993,Stanisław Czajczyński,Kalisz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5576,1993,Andrzej Czajka,Krosno,Posłowie niezrzeszeni,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5577,1993,Piotr Czarnecki,Kraków,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5578,1993,Mirosław Czech,Koszalin,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5579,1993,Andrzej Czernecki,Katowice,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5580,1993,Joachim Czernek,Opole,Parlamentarne Koło Mniejszości Niemieckiej,Towarzystwo Społeczno-Kulturalne Mniejszości Niemieckiej (Śląsk Opolski),
5581,1993,Mieczysław Czerniawski,Łomża,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5582,1993,Dorota Dancewicz,Opole,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5583,1993,Kazimierz Dejmek,Warszawa,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
5584,1993,Witold Deręgowski,Bydgoszcz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5585,1993,Maria Dmochowska,Łódź,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5586,1993,Teresa Dobosz,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5587,1993,Adam Dobroński,Białystok,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5588,1993,Janusz Dobrosz,Wrocław,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5589,1993,Waldemar Dobrowolski,Płock,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5590,1993,Krzysztof Dołowy,Warszawa,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5591,1993,Alfred Domagalski,Kielce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5592,1993,Marek Dyduch,Wałbrzych,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5593,1993,Henryk Dyrda,Katowice,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Bezpartyjny Blok Wspierania Reform BBWR,
5594,1993,Karol Działoszyński,Poznań,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5595,1993,Stanisław Dzienisiewicz,Suwałki,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5596,1993,Jerzy Dziewulski,Suwałki,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5597,1993,Jerzy Eysymontt,Warszawa,Posłowie niezrzeszeni,Bezpartyjny Blok Wspierania Reform BBWR,
5598,1993,Stanisław Fal,Krosno,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5599,1993,Ryszard Faszyński,Lublin,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5600,1993,Czesław Fiedorowicz,Zielona Góra,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5601,1993,Grzegorz Figura,Bielsko-Biała,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5602,1993,Witold Firak,Krosno,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5603,1993,Władysław Frasyniuk,Wrocław,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5604,1993,Andrzej Gaberle,Kraków,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,
5605,1993,Tadeusz Gajda,Skierniewice,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5606,1993,Zbigniew Galek,Słupsk,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5607,1993,Tadeusz Gawin,Katowice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5608,1993,Radosław Gawlik,Wrocław,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5609,1993,Tadeusz Gąsienica-Łuszczek,Nowy Sącz,Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5610,1993,Andrzej Gąsienica-Makowski,Nowy Sącz,Koło Parlamentarne Bezpartyjnego Bloku Wspierania Reform,Bezpartyjny Blok Wspierania Reform BBWR,
5611,1993,Alojzy Gąsiorczyk,Katowice,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5612,1993,Bronisław Geremek,Warszawa,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5613,1993,Tomasz Gietek,Łomża,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5614,1993,Lubomir Gliniecki,Legnica,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5615,1993,Edward Gnat,Skierniewice,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5616,1993,Tadeusz Goć,Warszawa,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie stronnictwo Ludowe,Polskie Forum Osób Niepełnosprawnych i Specjalnej Troski
5617,1993,Andrzej Gołaś,Szczecin,Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach,Bezpartyjny Blok Wspierania Reform BBWR,
5618,1993,Wiesław Gołębiewski,Sieradz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5619,1993,Zbigniew Gorzelańczyk,Leszno,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5620,1993,Helena Góralska,Częstochowa,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5621,1993,Wojciech Grabałowski,Częstochowa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5622,1993,Józef Grabek,Wałbrzych,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5623,1993,Danuta Grabowska,Radom,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5624,1993,Leon Grela,Ciechanów,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5625,1993,Ryszard Grodzicki,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5626,1993,Janusz Grott,Legnica,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5627,1993,Grzegorz Gruszka,Bydgoszcz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5628,1993,Józef Gruszka,Kalisz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5629,1993,Zofia Grzebisz-Nowicka,Kielce,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5630,1993,Andrzej Grzyb,Kalisz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5631,1993,Jerzy Gwiżdż,Nowy Sącz,Koło Parlamentarne Porozumienie Prawicy - Solidarni w Wyborach,Bezpartyjny Blok Wspierania Reform BBWR,
5632,1993,Henryk Hajduk,Gliwice,Posłowie niezrzeszeni,Unia Pracy,
5633,1993,Adam Halber,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5634,1993,Bolesław Herudziński,Piotrków Trybunalski,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5635,1993,Barbara Hyla-Makowska,Bydgoszcz,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5636,1993,Piotr Ikonowicz,Lublin,Koło Parlamentarne Polskiej Partii Socjalistycznej,Sojusz Lewicy Demokratycznej,Polska Partia Socjalistyczna
5637,1993,Barbara Imiołczyk,Sosnowiec,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5638,1993,Kazimierz Iwaniec,Słupsk,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5639,1993,Tadeusz Iwiński,Olsztyn,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5640,1993,Roman Jagieliński,Piotrków Trybunalski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5641,1993,Zygmunt Jakubczyk,Wałbrzych,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5642,1993,Stanisław Janas,Rzeszów,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5643,1993,Zbigniew Janas,Siedlce,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5644,1993,Krzysztof Janik,Tarnów,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5645,1993,Jerzy Jankowski,Jelenia Góra,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5646,1993,Zbigniew Janowski,Chełm,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5647,1993,Eugeniusz Januła,Sosnowiec,Nowa Demokracja - Koło Poselskie,Unia Pracy,Unia Pracy
5648,1993,Izabela Jaruga-Nowacka,Skierniewice,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5649,1993,Władysław Jasiński,Krosno,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5650,1993,Jerzy Jaskiernia,Tarnobrzeg,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5651,1993,Teresa Jasztal,Wrocław,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5652,1993,Mieczysław Jedoń,Wałbrzych,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5653,1993,Tadeusz Jedynak,Bielsko-Biała,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5654,1993,Tadeusz Jędrzejczak,Gorzów Wielkopolski,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5655,1993,Ignacy Jurecki,Krosno,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5656,1993,Janusz Jurek,Lublin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5657,1993,Seweryn Jurgielaniec,Koszalin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5658,1993,Bogusław Kaczmarek,Gdańsk,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5659,1993,Wiesław Kaczmarek,Warszawa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5660,1993,Grzegorz Kaczmarzyk,Katowice,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5661,1993,Jerzy Kado,Piła,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5662,1993,Ryszard Kalbarczyk,Lublin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5663,1993,Stanisław Kalemba,Poznań,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5664,1993,Józef Kaleta,Wrocław,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5665,1993,Jarosław Kalinowski,Ostrołęka,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5666,1993,Józef Kalisz,Tarnów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5667,1993,Krzysztof Kamiński,Tarnobrzeg,Koło Poselskie Konfederacji Polski Niepodległej,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5668,1993,Zbigniew Kaniewski,Łódź,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5669,1993,Sergiusz Karpiński,Katowice,Unia Pracy Klub Parlamentarny,Unia Pracy,Unia Pracy
5670,1993,Mieczysław Kasprzak,Przemyśl,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5671,1993,Jacek Kasprzyk,Częstochowa,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Ruch Ludzi Pracy
5672,1993,Paweł Kasprzyk,Słupsk,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5673,1993,Andrzej Kaźmierczak,Rzeszów,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,Konfederacja Polski Niepodległej
5674,1993,Leszek Kiełczewski,Łomża,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5675,1993,Henryk Kisielewski,Płock,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5676,1993,Jan Kisieliński,Katowice,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5677,1993,Antoni Kobielusz,Bielsko-Biała,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5678,1993,Jacek Kocjan,Sosnowiec,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
5679,1993,Ryszard Kołodziej,Gorzów Wielkopolski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5680,1993,Jan Komornicki,Olsztyn,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5681,1993,Bronisław Komorowski,Piła,Koło Konserwatywno-Ludowe,Unia Demokratyczna,
5682,1993,Włodzimierz Konarski,Łódź,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5683,1993,Jan Kopczyk,Konin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5684,1993,Stanisław Kopeć,Szczecin,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5685,1993,Jerzy Koralewski,Kalisz,Klub Parlamentarny Unii Wolności,Unia Demokratyczna,Unia Demokratyczna
5686,1993,Marian Korczak,Radom,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5687,1993,Jerzy Kossakowski,Sosnowiec,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5688,1993,Wiesław Kossakowski,Płock,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Polskie Stronnictwo Ludowe,Polska Partia Zielonych
5689,1993,Robert Kościelny,Kraków,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Konfederacja Polski Niepodległej,
5690,1993,Grażyna Kotowicz,Nowy Sącz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5691,1993,Michał Kowalczyk,Wałbrzych,Unia Pracy Klub Parlamentarny,Unia Pracy,
5692,1993,Stanisław Kowalczyk,Olsztyn,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,
5693,1993,Tadeusz Kowalczyk,Radom,Federacyjny Klub Parlamentarny na Rzecz Akcji Wyborczej Solidarność,Bezpartyjny Blok Wspierania Reform BBWR,
5694,1993,Tadeusz Józef Kowalczyk,Kielce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5695,1993,Jan Kowalik,Zamość,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe
5696,1993,Bronisława Kowalska,Legnica,Sojusz Lewicy Demokratycznej Klub Parlamentarny,Sojusz Lewicy Demokratycznej,Socjaldemokracja Rzeczypospolitej Polskiej
