embedding,n_neighbors,min_cluster_size,min_samples,topics_num,not_found,support,c_v,u_mass,c_uci,c_npmi,c_su,c_cu
tfidf,10,200,200,223,98865,62032,0.4221250397113616,-1.0248427260357202,-2.8503229613954577,-4.904134396010106e-05,0.5206193516547917,0.5100720908089703
tfidf,15,10,10,2192,115298,None,None,None,None,None,0.5443841204465508,0.5128599346120718
tfidf,15,20,10,1490,109817,None,None,None,None,None,0.5505168823441916,0.5122009779251181
tfidf,15,20,20,1305,111618,None,None,None,None,None,0.5472612430987766,0.5170802346191093
tfidf,15,50,10,799,108555,99408,0.5270219424166368,-1.4729911277407413,-1.2717542392195353,0.06138486373575659,0.5443337439962862,0.5148973545647751
tfidf,15,50,25,728,110421,95244,0.5206964855426351,-1.4483042189736586,-1.3478396118202338,0.05940014847502024,0.5446418215397792,0.5200157039002532
tfidf,15,50,50,625,108128,89297,0.5207369789340232,-1.3887263403815926,-1.3547061023196278,0.062150961186817406,0.5508341309995898,0.5241505714884566
tfidf,15,100,1,534,102198,82473,0.5024225134835089,-1.3402623633479436,-1.7912120324732368,0.041362217074542074,0.5394382877929109,0.511261589464289
tfidf,15,100,10,478,105028,79168,0.5003843294445264,-1.3167794953746639,-1.8424238922098053,0.039283726771572505,0.5446919172853487,0.5164858778813912
tfidf,15,100,50,420,107763,75251,0.501346960830788,-1.2524888142551933,-1.880129595370504,0.04153424772080887,0.5478500689482262,0.5263276377295861
tfidf,15,100,100,375,111247,72815,0.47693981750584313,-1.2199155902002412,-2.032122806183778,0.03433861211280009,0.5504174963605026,0.5345920431557654
tfidf,15,200,1,292,96758,64132,0.4442657071881401,-1.1719909500866301,-2.5796712449254087,0.008895855721503561,0.5367022637909774,0.5129578829900276
tfidf,15,200,20,264,95836,63351,0.45002798975942493,-1.1375464375912434,-2.5113110392855895,0.01278045165405976,0.5554302045728039,0.5226810272242493
tfidf,15,200,100,234,98513,62359,0.43365436319535616,-1.0767115301435852,-2.604337545654645,0.01048025269732038,0.555538892971222,0.5298792721737927
tfidf,15,200,200,216,110945,62267,0.4181952833641617,-1.0623361426764106,-2.8515262124435963,-0.0011101235566011334,0.5518568404848951,0.5467551201909779
tfidf,20,10,10,1975,124230,None,None,None,None,None,0.5530540110797152,0.534348669960056
tfidf,20,20,10,1397,118391,None,None,None,None,None,0.5579008391701434,0.5314841669996543
tfidf,20,20,20,1209,117410,None,None,None,None,None,0.5531663252002235,0.5292133827667843
tfidf,20,50,10,743,115244,96746,0.518568274394874,-1.4101382382612924,-1.3404570422981188,0.05973709200233445,0.5516658879344427,0.5302491103202847
tfidf,20,50,25,677,114138,92655,0.5214125319416315,-1.4124749511374453,-1.329353854551958,0.06193152786482765,0.5603280243032995,0.5359742163868598
tfidf,20,50,50,597,115866,87510,0.5064140579649065,-1.3743707324143843,-1.4976808119925984,0.05594315514622497,0.5573038616110432,0.5377032462749985
tfidf,20,100,1,493,102837,80190,0.5061040509507159,-1.296584148442969,-1.7848858723430168,0.04172144481460514,0.5583917427966205,0.5233974058864708
tfidf,20,100,10,438,106867,76580,0.47882348114436496,-1.2881181794112864,-2.0157964125432746,0.032337744152035254,0.562393120231518,0.5315956876630965
tfidf,20,100,50,398,112509,74213,0.48743022279034165,-1.2472905973218957,-1.925226205997522,0.038528973310133705,0.5615920198165629,0.5405536395068566
tfidf,20,100,100,361,120966,71909,0.47165938610870184,-1.233164878630556,-2.1201163132666605,0.030240351072956192,0.5605588829397807,0.556373966809353
tfidf,20,200,1,274,98092,63949,0.4447536642668917,-1.1204261498212997,-2.5983865260123227,0.007303630199943879,0.562831042637914,0.5314908850197281
tfidf,20,200,20,246,97764,62922,0.4400252968784154,-1.1211946869035274,-2.6722419849761434,0.005173709150152093,0.5680013578133302,0.5325404094480063
tfidf,20,200,100,230,108758,62499,0.4343864826435192,-1.0795047016177175,-2.7171734199927937,0.004280589858958357,0.567878346983315,0.5485346355027679
tfidf,20,200,200,198,115430,61503,0.41027198675127596,-1.0288344586552447,-2.8149967928574697,0.001558695730578111,0.5733295878646816,0.5648400051820184
tfidf,25,10,10,1807,129773,None,None,None,None,None,0.5526610295946282,0.5457462815749877
tfidf,25,20,10,1297,123019,None,None,None,None,None,0.5594119342750072,0.5405961172776721
tfidf,25,20,20,1129,124193,None,None,None,None,None,0.5533632372772745,0.539968913555095
tfidf,25,50,10,695,117607,93764,0.521522387748314,-1.424779855543142,-1.3611760350356352,0.05897782089010605,0.5604241105409737,0.5401094112030415
tfidf,25,50,25,625,114894,89251,0.5082371330500445,-1.3863837139800863,-1.4398182336037726,0.057026610673928106,0.561965478358921,0.5372435092127303
tfidf,25,50,50,568,116011,85933,0.5038464707517804,-1.33406830546739,-1.5094219088388001,0.05641881597033234,0.5689228674119341,0.5456394543692009
tfidf,25,100,1,478,103220,79180,0.4967213235339831,-1.2714257901940167,-1.8475906066842749,0.039703312911312294,0.559922981486554,0.5260526524812681
tfidf,25,100,10,413,109730,75153,0.49837992703919093,-1.272958315625965,-1.8931292887805673,0.03873771173380753,0.5602247579245268,0.5348045769451149
tfidf,25,100,50,393,113148,74326,0.4852794351782356,-1.236017617152934,-1.9226050728357529,0.039405836916551376,0.5665160475779122,0.5436751714205876
tfidf,25,100,100,354,120103,71921,0.47638677243729805,-1.2140015642484245,-2.05439950538447,0.03387329110929271,0.5587527901302926,0.5540547448053773
tfidf,25,200,1,259,95946,63601,0.4392201633830602,-1.0908998667539007,-2.587599275783318,0.008766232711211758,0.5658380218151944,0.5317608352115231
tfidf,25,200,20,253,108359,63452,0.4435858161464136,-1.1096374555020063,-2.604098044699042,0.008029342446125886,0.5701870394861137,0.5467195886749177
tfidf,25,200,100,214,112895,61966,0.41944670456443933,-1.0660579871796072,-2.8060086008612366,-0.0003441123009223955,0.5675100459014311,0.5541853182859424
tfidf,25,200,200,186,119478,61236,0.4029812135772303,-0.9906826004908904,-2.777837756651669,0.004451098320123709,0.573647009006368,0.571934299164869
tfidf,50,10,10,1349,140105,None,None,None,None,None,0.5586794733159468,0.570375131220944
tfidf,50,20,10,1006,137645,None,None,None,None,None,0.5552449852022361,0.5654038201747635
tfidf,50,20,20,845,134763,94505,0.5306257146126406,-1.47392095333145,-1.1880721921014958,0.06549607041190623,0.5711409461888253,0.5703302441488752
tfidf,50,50,10,591,127922,88035,0.509359815712925,-1.3677986884853932,-1.458350342606497,0.05732674278023893,0.5684776692221822,0.5584835581393373
tfidf,50,50,25,561,131888,85858,0.5124300180044796,-1.3583513588785674,-1.4539846160896253,0.05988626769995238,0.5731465011542974,0.5710656572701488
tfidf,50,50,50,503,132865,82544,0.5007351979801934,-1.3103322188894826,-1.583697673529607,0.05477923140369491,0.5690558048469746,0.5721846256992604
tfidf,50,100,1,437,121973,77701,0.5079920863239913,-1.2639986850034977,-1.761935350474897,0.04586184875440073,0.5638336636479172,0.5501690997046107
tfidf,50,100,10,355,119510,72492,0.466997849203914,-1.2134477355168989,-2.1798112483030434,0.026858300982114433,0.5789469260831197,0.5590327887475649
tfidf,50,100,50,333,127537,71191,0.4762894832208523,-1.2044827481383793,-2.0627081543748442,0.03578351998953393,0.5698966591166478,0.5686191892602218
tfidf,50,100,100,299,130917,69421,0.46489147483496945,-1.1714382208428855,-2.2297219292616637,0.03001464187542716,0.5849742178524674,0.5863427635460461
tfidf,50,200,1,243,119286,63058,0.4538105614249229,-1.103903662929326,-2.466245651379636,0.01569347343773949,0.5656837807082133,0.5539002829002955
tfidf,50,200,20,214,117626,62344,0.42447436144808676,-1.067269560906531,-2.77535149054488,0.0016007329452496228,0.5860523657586301,0.5671214843394242
tfidf,50,200,100,188,123683,61496,0.4039831188868058,-1.0138234149071146,-2.925227623013606,-0.0033095364632154444,0.5884998393832316,0.5805967033551772
tfidf,50,200,200,164,129690,60907,0.39026881804647967,-0.9786098157278031,-2.840946078889225,0.0016245726702533085,0.5926553529426642,0.5952
tfidf-spacy,5,50,10,947,91029,108899,0.5183568514038761,-1.4486677635591902,-1.226028775018075,0.06063574516341083,0.5160000684861145,0.4765660446572513
tfidf-spacy,5,50,25,894,97191,104960,0.5137538063900222,-1.4524513542652917,-1.3055284267500677,0.05712100223851894,0.5174283843799211,0.48700399950364154
tfidf-spacy,5,50,50,785,95429,97880,0.5140200778990122,-1.4079311317093421,-1.379118996852418,0.0544134968443948,0.5192517843117167,0.4882618915015528
tfidf-spacy,5,100,1,598,86577,85977,0.4909531815083076,-1.3179193943777237,-1.8867226446263954,0.03387517351492733,0.5151549867434781,0.4828292050068472
tfidf-spacy,5,100,10,554,92231,83455,0.49225526282251253,-1.300439883835606,-1.8683439676742926,0.03514231185513149,0.5197117141054169,0.4898003472222222
tfidf-spacy,5,100,50,487,94829,78745,0.46898436098811586,-1.288323682054856,-2.1650146703022157,0.021934103476569843,0.5198090810169156,0.49496290656539865
tfidf-spacy,5,100,100,432,101513,75325,0.4644581129914478,-1.254390756456811,-2.2754108619340294,0.018106412861419265,0.5307257846320347,0.5100462478941914
tfidf-spacy,5,200,1,333,89441,65333,0.42730880973312885,-1.120990169243074,-2.8096017511652143,-0.0058815118341666575,0.5181453050360054,0.4969074082686137
tfidf-spacy,5,200,20,301,87265,64491,0.42994879433350075,-1.0957074339842876,-2.7337245338046783,-0.0006600737571086782,0.528444316442073,0.5004255241267604
tfidf-spacy,5,200,100,263,92099,63178,0.3998694189414748,-1.037844557206321,-3.007888530765085,-0.0127509395222529,0.5409094728479654,0.5150627182554842
tfidf-spacy,5,200,200,230,90279,62305,0.397806032717884,-0.9864426359690106,-2.9822083043689696,-0.011318681232776769,0.5321069739952718,0.511412442427015
tfidf-spacy,10,10,10,2384,111531,None,None,None,None,None,0.5535370669293134,0.5158985903219657
tfidf-spacy,10,20,10,1587,107137,None,None,None,None,None,0.5669480778918478,0.5237144779563507
tfidf-spacy,10,20,20,1386,109689,None,None,None,None,None,0.5621501438660738,0.5267966603727997
tfidf-spacy,10,50,10,839,103862,101568,0.5108221577709989,-1.437229750043206,-1.3789756482152808,0.05341913674223084,0.5772395487723955,0.5360534788052227
tfidf-spacy,10,50,25,764,103253,96771,0.5142600617039725,-1.4328055589556408,-1.3606560770087222,0.055905356594839466,0.5759954167860212,0.535876136292814
tfidf-spacy,10,50,50,682,107957,91656,0.5118263357233682,-1.389979654443823,-1.4380202221547755,0.0529508788473226,0.5785091626632919,0.5453381046070962
tfidf-spacy,10,100,1,544,94432,82155,0.48288384423137,-1.3162558920957523,-1.899735525375403,0.032832815747848264,0.5750212166276073,0.5342315292889007
tfidf-spacy,10,100,10,500,97323,79784,0.4795103323369268,-1.2931149437783611,-1.9649691868967814,0.030881279430435168,0.5761760231072804,0.5358803619228812
tfidf-spacy,10,100,50,447,101234,76224,0.48391263179431465,-1.2549027841902658,-1.936713709858881,0.03365814690067483,0.5751806570055857,0.54306279799824
tfidf-spacy,10,100,100,412,106260,74384,0.47501131799595,-1.2678898862312937,-1.9930007625449901,0.032416291262725536,0.5765906429487537,0.5512788310799691
tfidf-spacy,10,200,1,296,85807,63816,0.44001200239956534,-1.1317879642055024,-2.626647286186707,0.003714940838617523,0.5850237969328398,0.5447710546031467
tfidf-spacy,10,200,20,281,92037,63354,0.4399457998001847,-1.125645334046809,-2.670264246737716,0.0015515640104452055,0.5806435365730814,0.5432763728292315
tfidf-spacy,10,200,100,259,98974,63040,0.4187742274082705,-1.1136907699800942,-2.7198231907557857,-0.0003057559560376936,0.585325296196217,0.5557949585169988
tfidf-spacy,10,200,200,228,104648,61958,0.4175915633856816,-1.0766516983046466,-2.8181284039520036,-0.003567113194812927,0.5889676494985295,0.5685174221921515
tfidf-spacy,15,10,10,2049,119179,None,None,None,None,None,0.5777700774190019,0.5430127344373942
tfidf-spacy,15,20,10,1414,114679,None,None,None,None,None,0.5826023200398021,0.5438646437393787
tfidf-spacy,15,20,20,1231,113401,None,None,None,None,None,0.5851440899984589,0.5461110747694119
tfidf-spacy,15,50,10,760,112260,96675,0.5109301645731767,-1.4219901410724158,-1.3862193153302922,0.05493956554437464,0.59174980005893,0.5562781847092251
tfidf-spacy,15,50,25,704,109677,93034,0.5113067707787989,-1.398294842279388,-1.3651479959002095,0.05730775503499115,0.593675383390907,0.5570548636968518
tfidf-spacy,15,50,50,625,108184,88321,0.505130788579297,-1.3390377764961283,-1.5325854559163223,0.05056748977252884,0.5943680534906335,0.5577381902588241
tfidf-spacy,15,100,1,517,102312,80814,0.49148447123204825,-1.3003137986999278,-1.7940234184164798,0.04020761399479811,0.588611639226576,0.5504048157299827
tfidf-spacy,15,100,10,472,109949,78274,0.4832392197959942,-1.2786999908737893,-1.9344847328145043,0.0341192265903071,0.5968483044266114,0.5626479979715414
tfidf-spacy,15,100,50,424,107108,75400,0.46942419809633845,-1.2482824587069299,-2.0595190260478766,0.028906949366330915,0.5987112997013987,0.5650017772334257
tfidf-spacy,15,100,100,361,104723,71474,0.46781863007993457,-1.18990359242706,-2.076251153555512,0.030757189958914976,0.6026004384993239,0.5699085038591948
tfidf-spacy,15,200,1,285,93689,63952,0.4167190499266099,-1.1051228929918109,-2.8247865403105754,-0.0052079474035788284,0.6033627598609793,0.5640075007616621
tfidf-spacy,15,200,20,258,96533,62988,0.42602268888013534,-1.0954381691426471,-2.6957309864994423,0.0010976133363115716,0.610078441710186,0.5702332356577855
tfidf-spacy,15,200,100,229,95136,62201,0.42791838713044306,-1.066039451695209,-2.6099215250271905,0.006031808603733884,0.6110464427359602,0.5737855140206558
tfidf-spacy,15,200,200,214,106811,61976,0.40916512898087415,-1.0445865055709154,-2.8185135800349066,-0.004071421507151936,0.6098893371331285,0.5880911510809265
tfidf-spacy,20,10,10,1795,122619,None,None,None,None,None,0.5794042630715978,0.5516079129540485
tfidf-spacy,20,20,10,1316,120519,None,None,None,None,None,0.5831613041002278,0.55383567313994
tfidf-spacy,20,20,20,1130,118965,None,None,None,None,None,0.5810840235861793,0.5544058142831371
tfidf-spacy,20,50,10,718,110459,94403,0.5025479438318157,-1.3921573498232365,-1.412483623559895,0.053753710127497266,0.5956792366005473,0.5554593909064423
tfidf-spacy,20,50,25,661,110827,90900,0.5040532918427315,-1.387998159534723,-1.4319172759337726,0.05388725627643764,0.59632025067288,0.5596885333333333
tfidf-spacy,20,50,50,599,114948,87362,0.500175519151488,-1.355878216252088,-1.5198893860499618,0.05130305195130656,0.5999918273945734,0.570627707825616
tfidf-spacy,20,100,1,500,106795,79797,0.46826244637755965,-1.304517311217416,-2.0327787240141406,0.02732000932752848,0.6027045764238073,0.5636243426255223
tfidf-spacy,20,100,10,447,107348,77295,0.4674553207677646,-1.2715194997946575,-2.0376835144710905,0.030011037029246023,0.6067576722708052,0.5649145217261715
tfidf-spacy,20,100,50,386,103489,73511,0.47804176522724745,-1.2168635385794557,-2.002833296529055,0.032078029384227325,0.6114031299790044,0.5691213625607909
tfidf-spacy,20,100,100,348,106281,71017,0.4793188322212869,-1.2096400842913715,-1.9805129447484764,0.03568758215093285,0.6096710170205089,0.5756316789012749
tfidf-spacy,20,200,1,272,98557,63535,0.4232826015631907,-1.121932231666294,-2.675438265082753,0.0028844580757199875,0.6121988605142147,0.573310571819495
tfidf-spacy,20,200,20,250,102428,62883,0.41757219561172493,-1.0992686489039654,-2.7223585040635343,-0.001491731613657223,0.6050984160260889,0.5715869396975465
tfidf-spacy,20,200,100,235,107452,62691,0.4401547272406074,-1.091872848374247,-2.450248556045407,0.014717940506694307,0.6096957778373707,0.5826909905983438
tfidf-spacy,20,200,200,196,105161,61624,0.41100752976074056,-0.9754676859222611,-2.7259448955830696,0.00027608770503081157,0.6256434186438853,0.5930068438069291
tfidf-spacy,25,10,10,1660,127234,None,None,None,None,None,0.5809895833333333,0.5606855813197483
tfidf-spacy,25,20,10,1175,122966,None,None,None,None,None,0.5877039990033637,0.5601849679420183
tfidf-spacy,25,20,20,1022,124843,None,None,None,None,None,0.5928098069283402,0.5693127987254382
tfidf-spacy,25,50,10,664,114769,91345,0.5192877178668813,-1.3525481844679108,-1.3644550604283217,0.05809221772491213,0.600069149461622,0.5638709622599024
tfidf-spacy,25,50,25,635,117663,89040,0.5099166971485757,-1.368948651374814,-1.4725670792984011,0.05304699010951736,0.6016292802060855,0.5702781163247342
tfidf-spacy,25,50,50,559,116039,85018,0.5040635939976783,-1.3321910769239105,-1.470728379908521,0.05570192394092078,0.6068830737043555,0.5746981332282025
tfidf-spacy,25,100,1,477,111586,78548,0.4780292277992961,-1.2752646724232188,-1.9723484750550309,0.032881913829875056,0.6018574896287456,0.5679294732296695
tfidf-spacy,25,100,10,408,109274,74745,0.476441986013482,-1.2487292751250192,-1.989725694096234,0.03292798122035256,0.6172707641581722,0.5753166954252767
tfidf-spacy,25,100,50,374,113200,72799,0.4625794088544228,-1.2187435009651528,-2.1543534428198616,0.025757474236654733,0.6164383561643836,0.5825708533245518
tfidf-spacy,25,100,100,335,113479,70460,0.4520538787276379,-1.1605717923383105,-2.206724209208278,0.024942101094177084,0.6187607774596016,0.5884956487078987
tfidf-spacy,25,200,1,258,100600,63136,0.43663009929718566,-1.106355462536434,-2.631631841436821,0.005447866098077848,0.6151061011776223,0.5775180330476792
tfidf-spacy,25,200,20,237,106293,62468,0.405445564333696,-1.069103146793251,-2.894140636617299,-0.008306854959827662,0.6200987617924528,0.58466111919599
tfidf-spacy,25,200,100,228,110548,62552,0.4185200888312019,-1.048638837753133,-2.7650919755727963,-0.0015947358664203802,0.6240836284941929,0.5946556854235505
tfidf-spacy,25,200,200,189,110898,61204,0.3938571840857794,-0.9828348995045582,-2.9327383040280464,-0.009105310924987923,0.6297313774891838,0.6006089763108216
tfidf-spacy,50,10,10,1190,133638,None,None,None,None,None,0.5969840001486629,0.5829156397788583
tfidf-spacy,50,20,10,915,133954,96485,0.5345485508247336,-1.4453302623558202,-1.1606343084910469,0.06277441288189638,0.5945880871240183,0.5833565127140633
tfidf-spacy,50,20,20,791,135820,92502,0.5363635781705117,-1.4257446071623254,-1.1596859518028644,0.06597353939618131,0.5941726591899847,0.5881036070828187
tfidf-spacy,50,50,10,569,128053,86355,0.4959208146913033,-1.3226315784342557,-1.5716137572212654,0.05075473032921836,0.6031489458370831,0.5848058073519485
tfidf-spacy,50,50,25,531,126283,83849,0.49149493471500993,-1.310190666474755,-1.6631303423670583,0.04608021233260618,0.5969655526113343,0.581321906696224
tfidf-spacy,50,50,50,480,124467,80728,0.48718313454153106,-1.2792047382265304,-1.6895372236710309,0.047700446569686195,0.6012011511031405,0.5822481221843031
tfidf-spacy,50,100,1,413,109847,75772,0.4748604316288765,-1.2279702669773356,-2.046972388503902,0.031384075803874485,0.6043871806982632,0.5649093351242445
tfidf-spacy,50,100,10,372,116821,73829,0.469962944987357,-1.2039998884630254,-2.063894337232152,0.03105017298114449,0.6148963883955003,0.5815032617788749
tfidf-spacy,50,100,50,342,121125,71962,0.47125684246479765,-1.1866126580737522,-2.031448865377346,0.03279965768581191,0.6104633421665462,0.5871811839288924
tfidf-spacy,50,100,100,297,124303,69008,0.43734058182032226,-1.1493396189860499,-2.2872648753392175,0.02275031052318087,0.6164697253687556,0.5997587023548863
tfidf-spacy,50,200,1,238,110116,62926,0.4148549353596101,-1.0888442628090682,-2.8123532871685404,-0.00317141542925184,0.6192928407055102,0.5841087809921611
tfidf-spacy,50,200,20,201,109524,61711,0.40053975644052087,-1.024884783705221,-2.9261056799036886,-0.008779159703739764,0.6229845175962913,0.5875942693969199
tfidf-spacy,50,200,100,184,110864,61166,0.4034088386227944,-1.015519368555904,-2.7871259418110523,-0.0010626139442631993,0.6014593817397555,0.5792989720503623
tfidf-spacy,50,200,200,162,109458,60649,0.39269308076085974,-0.9686175125431207,-2.7411635646075325,3.65812138936595e-05,0.5993973364801078,0.5800645135597945
use-default,5,10,10,2320,168449,None,None,None,None,None,0.4666711238884803,0.5887086124781012
use-default,5,20,10,1185,157924,None,None,None,None,None,0.4798684298852118,0.566783101903889
use-default,5,20,20,851,156391,91532,0.47840822121422655,-1.364592225931852,-1.8560528354620673,0.024880157006147936,0.5224135648699713,0.5895652319839568
use-default,5,50,10,468,142916,82368,0.45471798916410083,-1.1698571159745126,-2.133628098493836,0.018700552013609404,0.5102958879807388,0.5520047000346585
use-default,5,50,25,365,140735,76254,0.4396967659813238,-1.11981821477673,-2.2520792219039807,0.016023004044368183,0.519945088046774,0.5521259868653051
use-default,5,50,50,305,142972,72900,0.41742743216724815,-1.0786513730758187,-2.449626808048375,0.007535053115681525,0.48969383013850304,0.5432396306730551
use-default,5,100,1,344,134310,74218,0.41485452106804305,-1.0177534464134492,-2.668155756523479,-0.005936328309012014,0.5051025635771225,0.5330478866410082
use-default,5,100,10,257,131986,69503,0.3983562955326792,-1.015306514651238,-2.7118436190884156,-0.005679798055380075,0.5310381750043103,0.5460409317210475
use-default,5,100,50,189,126356,65686,0.3878054858754316,-0.9148234609002925,-2.675252162120263,-0.0014564320046357693,0.5184216643421664,0.5317742755465176
use-default,5,100,100,144,119373,63306,0.36750016651197737,-0.810731973657466,-3.0103602708501627,-0.019441567836549233,0.5345928358758709,0.5374310290822351
use-default,5,200,1,160,120573,61424,0.3738697855700368,-0.8293806566194774,-3.14743750468699,-0.024606042228885225,0.5000866086526168,0.5117343614473832
use-default,5,200,20,137,136954,60969,0.37249836563477934,-0.8383042758419751,-3.3058272266170086,-0.030552691541181756,0.5396751407364911,0.5656352252070289
use-default,5,200,100,101,122217,59738,0.3745866691473358,-0.7374478076588076,-3.2373093358687153,-0.026811757267159893,0.5327353911861774,0.5419744553688071
use-default,5,200,200,82,123587,59271,0.3720757787168569,-0.6584493133256047,-3.118560849473647,-0.018038820953105553,0.5402313049117552,0.5491288950158059
use-default,10,10,10,1389,165258,None,None,None,None,None,0.5296992624376372,0.6121376050852622
use-default,10,20,10,764,155334,86995,0.47853364327598374,-1.3329103146068493,-1.792824975714287,0.029314626047234945,0.5369704479824746,0.595294646689696
use-default,10,20,20,600,162100,81824,0.4734486426220888,-1.268827990207626,-1.8740587318576165,0.029472816462769093,0.5072467180785306,0.5930214586688792
use-default,10,50,10,345,141428,74993,0.43948924855711957,-1.1125263827119427,-2.17511463386351,0.020149662971982056,0.5473178376541229,0.5713589730056717
use-default,10,50,25,321,153931,73533,0.451101729361449,-1.093800404725219,-2.1480537948315996,0.0224682097014366,0.5423541781613384,0.5960473545887818
use-default,10,50,50,265,148088,70031,0.44006580723414657,-1.058497911621321,-2.282964559635056,0.01592481535980514,0.5483801926257418,0.5896834325567616
use-default,10,100,1,265,129448,69086,0.4033820809097072,-0.9930455361518054,-2.821209678930533,-0.011993663271833838,0.5420984109432684,0.5464626229208402
use-default,10,100,10,212,136431,66709,0.41329451284004715,-0.9816159186358056,-2.5893035356705645,0.0012907641578002484,0.5546925796941384,0.5700552334501526
use-default,10,100,50,183,145104,64917,0.4023109428902389,-0.9487210032235454,-2.814016855361966,-0.009313262562724803,0.5649402241477618,0.5997290890619709
use-default,10,100,100,145,133044,62970,0.41184654031625345,-0.8646627493574925,-2.6770419558025975,-0.0002458092105414859,0.5593822238600958,0.5736304025385818
use-default,10,200,1,159,125213,61549,0.3698242121902544,-0.8665489783233624,-3.3223636598147652,-0.03420126310675428,0.544905302872909,0.5449592951023344
use-default,10,200,20,124,133249,60468,0.38570847824480314,-0.8092961617939676,-3.093629439115215,-0.02138639718381752,0.556595391814251,0.5702069901594842
use-default,10,200,100,107,134423,59990,0.38152907905316297,-0.7757644490938519,-3.130523487549844,-0.021696196689492374,0.5527170291902469,0.572341143095205
use-default,10,200,200,87,122512,59543,0.34044720914607735,-0.7297583905962262,-3.4465599727913165,-0.033823907150011615,0.5190853398559343,0.536237158790725
use-default,15,10,10,1180,176946,None,None,None,None,None,0.5136998780675814,0.6331520199444728
use-default,15,20,10,680,174619,84188,0.4852467338151264,-1.3000674558991059,-1.8798898520185412,0.027954777024739356,0.5272177820191658,0.6356344610587144
use-default,15,20,20,506,167956,77878,0.4800446098943414,-1.223358128181628,-1.9372116379158797,0.028107687636476763,0.5156337742093504,0.6117733028259281
use-default,15,50,10,339,157403,74676,0.44602221072846626,-1.1239316913741553,-2.2445721634901603,0.017313789067235897,0.5537472137196975,0.6102656806792595
use-default,15,50,25,274,146213,70716,0.46205767644508383,-1.0607845240705989,-2.035610137957746,0.029608505306131478,0.5531898971000936,0.5896914907971078
use-default,15,50,50,222,143338,67768,0.43299357591537607,-1.004638610425897,-2.3956112477686307,0.011960001431995486,0.5369265992778477,0.574759869188518
use-default,15,100,1,254,133453,69090,0.41735796324855723,-0.9815280282507027,-2.6663872314602344,-0.0033301940138771315,0.5602843252666673,0.5672235644465956
use-default,15,100,10,197,151287,65740,0.3958920563769792,-0.9731414050753963,-2.805610165736937,-0.0094979717402228,0.558047194443076,0.6008288829550512
use-default,15,100,50,152,141350,63609,0.3853122883272801,-0.8968524518074261,-2.870534567602949,-0.00864323913818936,0.5450802364864865,0.5793298090510811
use-default,15,100,100,118,131381,61967,0.4049523355405582,-0.8078688724200688,-2.8037573535097255,-0.005113429471001424,0.5644785256613589,0.5765513802814707
use-default,15,200,1,151,139021,61135,0.3811253932289572,-0.835050173409717,-3.1187384816604737,-0.022529749374175564,0.5649469248991844,0.5853998978282469
use-default,15,200,20,113,133308,60359,0.38220875384990965,-0.7874328569656515,-3.07704676955295,-0.019598062226907964,0.5445116469145893,0.5618324206559501
use-default,15,200,100,76,115413,59341,0.37567056755164896,-0.6623319717696359,-3.284183028096717,-0.028001232904530576,0.5537525354969574,0.5456757354567574
use-default,15,200,200,69,120247,58970,0.3715818598285699,-0.6925282924543954,-3.322806035926294,-0.02951701627995139,0.5301176096630642,0.5420565457040305
use-default,20,10,10,1013,179619,None,None,None,None,None,0.523288361417455,0.6469775875941189
use-default,20,20,10,637,176330,82134,0.47881803968846914,-1.2832249706508845,-1.9716673699836538,0.023955797215819585,0.5195758240886432,0.6357236868344435
use-default,20,20,20,471,169874,76619,0.4625296360997777,-1.2202410307540124,-2.0304201750674653,0.024759370554461854,0.5276221934989708,0.6229952778757974
use-default,20,50,10,297,150140,72539,0.4468559014783447,-1.0743981629858803,-2.232940796242381,0.018094338684056466,0.5403398969717395,0.5920147400718025
use-default,20,50,25,252,151859,69549,0.4412377235512428,-1.0579245690448336,-2.263841035463806,0.019712246927975234,0.5374561994280305,0.5920767918627792
use-default,20,50,50,206,139269,67011,0.44652428977890346,-1.0086474944329498,-2.2247491628433416,0.02215365824616683,0.5158702357253317,0.5547402648280185
use-default,20,100,1,224,132618,67834,0.4213541543996853,-0.9358978997317282,-2.58505778571228,-0.0011101472706949455,0.5639531864060525,0.5672924421427415
use-default,20,100,10,183,143406,65573,0.4047648855588504,-0.941542021745489,-2.6794007828075186,-0.0007363876134882963,0.5389743086354754,0.5796753943577266
use-default,20,100,50,147,144270,63376,0.3979652909001198,-0.8854790147734876,-2.7722123752780004,-0.0038839542179579492,0.5424736922373037,0.5807214247844954
use-default,20,100,100,117,138515,61770,0.39753597320337586,-0.8395335711790337,-2.9181458018027553,-0.009843944097712158,0.5451285066353099,0.5765389978111685
use-default,20,200,1,130,135011,60932,0.3919217631365097,-0.7917143538118274,-3.0591241313848156,-0.021520750211678263,0.5694858356455315,0.5802350482738269
use-default,20,200,20,96,133322,59700,0.361562664340134,-0.7584606913014424,-3.37989179929778,-0.03098420132583695,0.5600117000877507,0.5754778627746366
use-default,20,200,100,84,128551,59439,0.3623095747854802,-0.7343914968062718,-3.243239150660472,-0.02316627694700581,0.5312042643003497,0.5508584782245824
use-default,20,200,200,69,133987,58953,0.3489693912427004,-0.6652848233742861,-3.3340007032907057,-0.027396342023312325,0.5443272907633477,0.5702138534273468
use-default,25,10,10,887,169188,82718,0.4802125738194172,-1.3748110717364732,-1.95303405431527,0.018894869131748423,0.5529906068142854,0.6370272619265945
