embedding,n_neighbors,min_cluster_size,min_samples,topics_num,not_found,support,c_v,u_mass,c_su,c_cu
use-tf-idf-top5,20,100,1,149,132123,63714,0.3904255176549697,-0.7633361840048203,0.395582824246052,0.4686362226322062
use-tf-idf-top5,20,100,10,126,159325,61802,0.3601249656386968,-0.7693121822364021,0.40943465730568374,0.5442103626075201
use-tf-idf-top5,20,100,50,103,144677,61192,0.388656510336388,-0.6962481731920948,0.4070196012732451,0.5054327284590626
use-tf-idf-top5,20,100,100,98,149071,60786,0.379606041633672,-0.7108296645006079,0.39153963928396035,0.5071767678169855
use-tf-idf-weighted,15,10,10,885,171557,81811,0.5125481321347017,-1.4132688010439907,0.4154494826668202,0.5789938658487799
use-tf-idf-weighted,15,20,10,553,164910,78389,0.5111805144998578,-1.255880726205551,0.4219884504582013,0.5636775588259749
use-tf-idf-weighted,15,20,20,384,115783,72914,0.525486547329541,-1.107956643094979,0.4055991627420199,0.43332461943735046
use-tf-idf-weighted,15,50,10,302,158141,71883,0.4895861372282525,-1.0637968487711746,0.42434859029476735,0.5460152686933792
use-tf-idf-weighted,15,50,25,262,153966,69264,0.47862584133032127,-1.044705363548647,0.4258329633803458,0.5371147500155656
use-tf-idf-weighted,15,50,50,189,102069,66014,0.45567934312462155,-0.924577090718294,0.40666689296989034,0.41687879774960085
use-tf-idf-weighted,15,100,1,237,136939,67814,0.4764751031651302,-0.9277624325853926,0.41619169118706145,0.4884067848921696
use-tf-idf-weighted,15,100,10,185,150470,64500,0.45619004957046766,-0.9460176954855488,0.41973885911220793,0.5245086676490555
use-tf-idf-weighted,15,100,50,135,100334,62513,0.4247451871883055,-0.835469876589018,0.4081818060361528,0.41765689604696954
use-tf-idf-weighted,15,100,100,151,151837,62804,0.4332833651860442,-0.8871645496437494,0.4156659034947514,0.5287956610458981
use-tf-idf-weighted,20,10,10,765,173416,79273,0.504921562823311,-1.3407126369619249,0.44106357344988933,0.5949383192297906
use-tf-idf-weighted,20,20,10,492,173609,76178,0.5112696516036053,-1.210312408582415,0.40573718085333105,0.5791991765311374
use-tf-idf-weighted,20,20,20,404,165925,72971,0.4951046921492162,-1.159203356153282,0.409231208175546,0.5608116483353028
use-tf-idf-weighted,20,50,10,270,160523,69788,0.4594472287900907,-1.036211873256931,0.4111217016758563,0.5459308273654335
use-tf-idf-weighted,20,50,25,220,117088,67433,0.4638808790932914,-0.9906813379512236,0.39454208368503557,0.43121970418027095
use-tf-idf-weighted,20,50,50,185,112144,65946,0.4688043269084688,-0.9236563237750753,0.40796027000413854,0.43537569128866943
use-tf-idf-weighted,20,100,1,236,158101,67951,0.46056041501473194,-0.9544016817711414,0.4099717175709222,0.540570276739596
use-tf-idf-weighted,20,100,10,167,147824,63697,0.4368886849634168,-0.8890434486435806,0.43708931865762907,0.528623774821923
use-tf-idf-weighted,20,100,50,129,109917,62227,0.41143537925031126,-0.8311521092170253,0.40752256488721067,0.43374408411582616
use-tf-idf-weighted,20,100,100,148,160908,62889,0.4181939649335813,-0.8909018112073189,0.4126289790171049,0.552378288086666
